ride_id,timestamp,actual_lat,actual_lon,expected_lat,expected_lon,speed_kmh,deviation_m,traffic_level,zone_risk,lighting,isolation,profile_type,anomaly_label
957d80d9,2026-02-17T16:15:01.060416,18.59705677583587,73.86967118584673,18.59705677583587,73.86967118584673,14.805989085917092,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:06.060416,18.597403555189892,73.8692973716777,18.597403555189892,73.8692973716777,12.890186691022864,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:11.060416,18.597750334543914,73.86892355750868,18.597750334543914,73.86892355750868,15.150655730939091,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:16.060416,18.598097113897936,73.86854974333966,18.598097113897936,73.86854974333966,12.07074570193299,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:21.060416,18.598443893251957,73.86817592917063,18.598443893251957,73.86817592917063,15.162373173837633,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:26.060416,18.598790672605976,73.86780211500161,18.598790672605976,73.86780211500161,12.838369956636692,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:31.060416,18.599137451959997,73.86742830083259,18.599137451959997,73.86742830083259,12.202244534388846,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:36.060416,18.59948423131402,73.86705448666355,18.59948423131402,73.86705448666355,15.147224637305808,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:41.060416,18.59983101066804,73.86668067249452,18.59983101066804,73.86668067249452,12.873172575282332,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:46.060416,18.600177790022062,73.8663068583255,18.600177790022062,73.8663068583255,14.797105659162865,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:51.060416,18.600524569376084,73.86593304415648,18.600524569376084,73.86593304415648,13.402106752378147,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:15:56.060416,18.600871348730106,73.86555922998745,18.600871348730106,73.86555922998745,12.84782664722419,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:01.060416,18.601218128084128,73.86518541581843,18.601218128084128,73.86518541581843,12.8756276655151,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:06.060416,18.601564907438146,73.86481160164941,18.601564907438146,73.86481160164941,13.03745998714575,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:11.060416,18.601911686792167,73.86443778748038,18.601911686792167,73.86443778748038,14.944046799495885,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:16.060416,18.60225846614619,73.86406397331136,18.60225846614619,73.86406397331136,16.55350154487118,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:21.060416,18.60260524550021,73.86369015914234,18.60260524550021,73.86369015914234,13.817546989698883,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:26.060416,18.602952024854233,73.86331634497331,18.602952024854233,73.86331634497331,15.413460398183572,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:31.060416,18.603298804208254,73.86294253080429,18.603298804208254,73.86294253080429,14.404426272704793,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:36.060416,18.603645583562276,73.86256871663525,18.603645583562276,73.86256871663525,14.425470893084595,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:41.060416,18.603992362916298,73.86219490246623,18.603992362916298,73.86219490246623,12.649305568069746,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:46.060416,18.604339142270316,73.8618210882972,18.604339142270316,73.8618210882972,13.801674404562878,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:51.060416,18.604685921624338,73.86144727412818,18.604685921624338,73.86144727412818,15.90552574804444,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:16:56.060416,18.60503270097836,73.86107345995916,18.60503270097836,73.86107345995916,17.29731081171598,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:17:01.060416,18.60537948033238,73.86069964579013,18.60537948033238,73.86069964579013,14.18079729386493,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:17:06.060416,18.605726259686403,73.86032583162111,18.605726259686403,73.86032583162111,13.268787101976807,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:17:11.060416,18.606073039040425,73.85995201745209,18.606073039040425,73.85995201745209,16.470713694171156,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
957d80d9,2026-02-17T16:17:16.060416,18.606419818394446,73.85957820328306,18.606419818394446,73.85957820328306,13.965571154572679,0.0,High,Dangerous,Poorly-lit,Isolated,Female,none
